제목,링크
(충격 고백)개통령 아들이 고양이를 좋아하는 이유 최초공개 [안고독한 훈련사 EP.2],https://www.youtube.com/watch?v=x6j-GFEA6m8&list=PLVh3TM0B0Wtmyqv2B_WrgXJJbMJlC1mHQ&index=1&pp=iAQB
고양이와 함께 사는 풍이네 놀러 간 개통령 [안고독한 훈련사 EP.3],https://www.youtube.com/watch?v=xrWgxffyub0&list=PLVh3TM0B0Wtmyqv2B_WrgXJJbMJlC1mHQ&index=2&pp=iAQB
남의집 강아지 생파에 초대된 강형욱 [안고독한 훈련사 EP.1],https://www.youtube.com/watch?v=GTrViweLzoA&list=PLVh3TM0B0Wtmyqv2B_WrgXJJbMJlC1mHQ&index=3&pp=iAQB
